urn,author,date
urn:cts:greekLit:tlg0220,"Moero, Byzantia 4./3. Jh. v. Chr",400 BCE-300 BCE
urn:cts:greekLit:tlg1516,"Molpis, Lacon 2./1. Jh. v. Chr.",200 BCE-100 BCE
urn:cts:greekLit:tlg2968,"Monimus, Syracusanus, v4./3. Jh",400 BCE
urn:cts:greekLit:tlg0575,"Moschion, Gnomologus, 2./3. Jh. n. Chr.",200 CE-300 CE
urn:cts:greekLit:tlg1517,"Moschion, Paradoxographus, 3. Jh. v. Chr.",300 CE
urn:cts:greekLit:tlg0339,"Moschion, Tragicus, 4./3. Jh. v. Chr",300 BCE
urn:cts:greekLit:tlg0035,Moschus,200 BCE
urn:cts:greekLit:tlg2181,"Moses, Alchemista, 2. Jh. n. Chr.",100 CE-200 CE
urn:cts:greekLit:tlg1518,"Scaevola, Quintus Mucius Poeta um 54 v. Chr.",100 BCE
urn:cts:greekLit:tlg1519,Mundus Munatius 1. Jh. n. Chr.,200 CE
urn:cts:greekLit:tlg0576,Musaeus Ephesius v2. Jh,200 BCE
urn:cts:greekLit:tlg4082,"Musaeus, Grammaticus",500 CE
urn:cts:greekLit:tlg2691,"Musaeus, Eleusinius",200 BCE
urn:cts:greekLit:tlg1520,"Musicius, Epigrammaticus ca. 3. Jh. n. Chr",300 CE
urn:cts:greekLit:tlg0628,"Musonius Rufus, C. (Caius), b. ca. 30",100 CE
urn:cts:greekLit:tlg0509,"Myia, Pythagorica 6./5. bzw. 3./2. Jh. v. Chr",600 BCE-500 BCE
urn:cts:greekLit:tlg1522,"Myrinus, Epigrammaticus 1. Jh. v. Chr.",100 BCE
urn:cts:greekLit:tlg1523,"Myron, Prienaeus 3. Jh. v. Chr",300 BCE
urn:cts:greekLit:tlg4397,Myronianus,Unknown
urn:cts:greekLit:tlg2331,"Myrsilus,of Methymna",300 BCE
urn:cts:greekLit:tlg0477,"Myrtilus, Comicus,5. Jh. v. Chr.",500 BCE
urn:cts:greekLit:tlg1524,"Naumachius, Epicus, 2. Jh. n. Chr.",200 CE
urn:cts:greekLit:tlg0478,"Nausicrates, Comicus 4. Jh. v. Chr.",400 BCE
urn:cts:greekLit:tlg2334,"Nausiphanes, Teius ca. 360 v. Chr.-ca. 300 v. Chr",400 BCE
urn:cts:greekLit:tlg1525,"Neanthes, Cyzicenus 3. Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg1942,"Nearchus, of Crete, d. ca. 312 B.C.",400 BCE
urn:cts:greekLit:tlg0995,Nechepso 2. Jh. v. Chr.,200 BCE
urn:cts:greekLit:tlg0307,"Neophron, Sicyonius 5. Jh. v. Chr.",500 BCE
urn:cts:greekLit:tlg1526,"Neoptolemus, Parianus 3./2. Jh. v. Chr",300 BCE-200 BCE
urn:cts:greekLit:tlg0743,"Nemesius, Bishop of Emesa",400 CE-500 CE
urn:cts:greekLit:tlg1527,Nepualius 2. Jh. n. Chr.,200 CE
urn:cts:greekLit:tlg2456,"Nessas, Chius 5. Jh. v. Chr.",500 BCE
urn:cts:greekLit:tlg1528,"Nestor, Larandensis 2./3. Jh. n. Chr.",200 CE-300 CE
urn:cts:greekLit:tlg2746,"Nestorius Patriarch of Constantinople fl. 428",500 CE
urn:cts:greekLit:tlg0218,"Nicaenetus, Samius 3./2. Jh. v. Chr.",300 BCE-200 BCE
urn:cts:greekLit:tlg2474,"Nicander, Calchedonius, v2. Jh",200 BCE
urn:cts:greekLit:tlg0022,"Nicander, of Colophon",300 BCE/200 BCE
urn:cts:greekLit:tlg5031,Scholia in Nicandrum,300 BCE/200 BCE
urn:cts:greekLit:tlg1529,"Nicander, Thyatirius",200 BCE
urn:cts:greekLit:tlg1530,Nicanor Alexandrinus,200 BCE
urn:cts:greekLit:tlg1531,"Nicarchus, Epigrammaticus",400 BCE-300 BCE
urn:cts:greekLit:tlg1532,"Nikarchos, 1st cent.",100 CE
urn:cts:greekLit:tlg2633,"Niceratus, Heracleensis, v5. Jh",500 BCE
urn:cts:greekLit:tlg2217,"Nicias, Historicus, ca. 3.Jh.n.Chr",300 CE
urn:cts:greekLit:tlg1902,"Nicias, Mallotes, ca. 2.Jh.n.Chr",200 CE
urn:cts:greekLit:tlg1533,"Nicias, Milesius 3. Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg0479,"Nico, Comicus ca. 4. Jh. v. Chr.",400 BCE
urn:cts:greekLit:tlg0480,"Nicochares, Comicus 4. Jh. v. Chr.",500 BCE-400 BCE
urn:cts:greekLit:tlg1534,"Nicocles, Lacon ca. 1. Jh. v. Chr.",100 BCE
urn:cts:greekLit:tlg1535,"NIcocrates, Historicus,",ante 200 BCE
urn:cts:greekLit:tlg1536,"Nicodemus, Heracleensis 1./2. Jh. n. Chr.",100 CE-200 CE
urn:cts:greekLit:tlg0481,"Nicolaus, Comicus, 4. Jh. v. Chr.",400 BCE-200 BCE
urn:cts:greekLit:tlg2904,"Nicolaus, Myrensis 5. Jh.",500 CE
urn:cts:greekLit:tlg0577,"Nicolaus, of Damascus",100 BCE
urn:cts:greekLit:tlg0482,"Nicomachus, Comicus, 3. Jh. v. Chr.",300 BCE-200 BCE
urn:cts:greekLit:tlg0342,"Nicomachus, Alexandrinus 3. Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg1537,"Nicomachus Epigrammaticus, ca. 2.Jh.n.Chr",200 CE
urn:cts:greekLit:tlg0358,"Nicomachus, of Gerasa",200 CE
urn:cts:greekLit:tlg1961,"Nicomachus Historicus, ca. 3./4. Jh. n. Chr",300 CE-400 CE
urn:cts:greekLit:tlg2520,"Nicomedes, Acanthius, v4. Jh",400 BCE
urn:cts:greekLit:tlg0483,"Nicophon, Comicus um 403/388 v. Chr.",500 BCE-400 BCE
urn:cts:greekLit:tlg0484,"Nicostratus, Comicus 4. Jh. v. Chr.",400 BCE
urn:cts:greekLit:tlg2523,"Nicostratus Historicus, ca. 1Jh.v.Chr.",100 BCE
urn:cts:greekLit:tlg1539,"Nicostratus, Macedo, 2. Jh. n. Chr.",200 CE
urn:cts:greekLit:tlg2144,Nicostratus Trapezius,300 CE
urn:cts:greekLit:tlg4118,"Nilus, of Ancyra, Saint, -approximately 430",500 CE
urn:cts:greekLit:tlg4079,"Nilus, Epigrammaticus, um 400 n. Chr",400 CE-500 CE
urn:cts:greekLit:tlg1804,"Ninus, Assyrien, König",100 BCE-100 CE
urn:cts:greekLit:tlg4393,"Nonnosus, fl.6. Jh",600 CE
urn:cts:greekLit:tlg2045,"Nonnus, of Panopolis",400 CE-500 CE
urn:cts:greekLit:tlg1540,"Nossis, of Locri, 3rd cent. B.C.",300 BCE
urn:cts:greekLit:tlg1541,Nostoi,
urn:cts:greekLit:tlg0031,Bible. N.T.,100 CE
urn:cts:greekLit:tlg1542,"Numenius, of Apamea, fl. ca. 150",200 CE
urn:cts:greekLit:tlg0703,"Numenius, Heracleensis, 3. Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg1543,"Numenius Tarsensis, ca. 2. Jh. n. Chr",200 CE
urn:cts:greekLit:tlg1544,"Nymphis, Heracleensis um 280/240 v. Chr.",300 BCE
urn:cts:greekLit:tlg0578,"Nymphodorus, Syracusanus 4./3. Jh. v. Chr",400 BCE/300 BCE
urn:cts:greekLit:tlg1545,"Ōkellos, ho Leukanos, 6th cent. B.C.",500 BCE
urn:cts:greekLit:tlg2866,Oecumenius,600 CE
urn:cts:greekLit:tlg1548,"Oenomaus, of Gadara,  2nd cent.",200 CE
urn:cts:greekLit:tlg2234,"Oenopides, Chius ca. v5. Jh.",500 BCE
urn:cts:greekLit:tlg2373,"Olympichus, Samius, v3. Jh",300 BCE
urn:cts:greekLit:tlg2865,Olympiodorus Diaconus,600 CE
urn:cts:greekLit:tlg2589,"Olympiodorus, Alchemista, 4. bzw. 6. Jh. n. Chr.",500 CE/600 CE
urn:cts:greekLit:tlg2590,"Olympiodorus, ca. 380-ca. 425",400 BCE-500 CE
urn:cts:greekLit:tlg4019,"Olympiodorus, the Younger, of Alexandria, 6th cent.",600 CE
urn:cts:greekLit:tlg1990,"Olympus, Historicus, v1. Jh",100 BCE
urn:cts:greekLit:tlg0648,Onasander,100 CE
urn:cts:greekLit:tlg1999,"Onasimus, Cyprius, 3./4. Jh. n. Chr",300 CE-400 CE
urn:cts:greekLit:tlg1549,"Onatas, Pythagoricus, 3./1. Jh. v. Chr.",300 BCE/100 BCE
urn:cts:greekLit:tlg0485,"Ophelio, Comicus 4. Jh. v. Chr",400 BCE
urn:cts:greekLit:tlg0023,"Oppian, fl. 2nd cent.",200 CE
urn:cts:greekLit:tlg0024,"Oppian, of Apamea",200 CE-300 CE
urn:cts:greekLit:tlg5032,Scholia in Oppianum,Varia
urn:cts:greekLit:tlg1550,"Julianus, the Theurgist\Oracula Chaldaica",200 CE
urn:cts:greekLit:tlg0722,Oribasius,400 CE
urn:cts:greekLit:tlg2042,Origen,200 CE-300 CE
urn:cts:greekLit:tlg2591,"Orion, of Thebes, 5th cent.",500 CE
urn:cts:greekLit:tlg1639,Pseudo-Auctores Hellenistae (PsVTGr),Varia
urn:cts:greekLit:tlg0579,Orphic Hymns,Varia
urn:cts:greekLit:tlg1016,Ostanes,100 CE-200 CE
urn:cts:greekLit:tlg1203,Paeanes (CA),400 BCE-200 BCE
urn:cts:greekLit:tlg2512,"Paeon, Amathusiacus, v3. Jh",300 BCE
urn:cts:greekLit:tlg1553,Palaephatus,400 BCE
urn:cts:greekLit:tlg4351,"Palchus, Astrologus, 5. bzw. 6. Jh. n. Chr.",500 CE-600 CE
urn:cts:greekLit:tlg2123,"Palladas, fl. 395-408",400 CE-500 CE
urn:cts:greekLit:tlg0726,"Palladios, of Alexandria, 6th cent.",600 CE
urn:cts:greekLit:tlg2111,Palladius Bishop of Aspuna d. ca. 430,400 CE-500 CE
urn:cts:greekLit:tlg1828,Pamphila 1. Jh. n. Chr.,100 CE
urn:cts:greekLit:tlg1554,"Pamphilus, Alexandrinus 2. Jh. v. Chr.",200 BCE
urn:cts:greekLit:tlg1014,"Pamphilus, Medicus ca. 2. Jh. n. Chr.",200 CE
urn:cts:greekLit:tlg2783,Pamphilus Hierosolymitanus -540,600 CE-700 CE
urn:cts:greekLit:tlg2495,Pamphilus Philosophus,
urn:cts:greekLit:tlg2820,Pamphilus Theologus,600 CE-700 CE
urn:cts:greekLit:tlg2634,"Pamphilus, Siculus, ca. 4.Jh.v.Chr",ante 400 BCE
urn:cts:greekLit:tlg1399,Pamphilus Tragicus,400 BCE
urn:cts:greekLit:tlg4038,Pamprepios,500 CE
urn:cts:greekLit:tlg0256,"Panarces,  5 jh.",500 BCE
urn:cts:greekLit:tlg1555,"Pancrates, Epicus, 2. Jh. n. Chr.",200 CE
urn:cts:greekLit:tlg1556,"Pancrates,  Arcadius,  3./2.Jh. v. Chr.",300 BCE/200 BCE
urn:cts:greekLit:tlg2120,"Panteleius, Epicus, 4./5. Jh. n. Chr",ante 500 CE
urn:cts:greekLit:tlg1557,"Panyassis, Halicarnassensis 5. Jh. v. Chr.",500 BCE
urn:cts:greekLit:tlg2032,"Pappus, of Alexandria",400 CE
urn:cts:greekLit:tlg1785,"Paramonus, Comicus, Person der Antike",200 BCE
urn:cts:greekLit:tlg1562,Parmenides,500 BCE/400 BCE
urn:cts:greekLit:tlg1563,"Parmenion, Macedo 1. Jh. v. Chr.",100 BCE
urn:cts:greekLit:tlg1564,"Parmeniscus, active 2nd. century",200 BCE-100 BCE
urn:cts:greekLit:tlg2225,Parm(en)iscus,600 BCE
urn:cts:greekLit:tlg1565,"Parmeno,  Epigrammaticus, 3. Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg1566,"Parmeno, Byzantius 3. Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg2227,Paron Philosophus v6. Jh,600 BCE
urn:cts:greekLit:tlg1567,"Parrhasius, 5th cent. B.C.",500 BCE
urn:cts:greekLit:tlg1568,"Parthax, Historicus, 2. Jh",200 CE?
urn:cts:greekLit:tlg0655,"Parthenius, of Nicaea, 1st cent. B.C",100 BCE
urn:cts:greekLit:tlg2479,"Patrocles, Historicus, ca. 345-281/280v.Chr",400 BCE-300 BCE
urn:cts:greekLit:tlg0324,"Patrocles, Thurius 4. Jh. v. Chr.",400 BCE
urn:cts:greekLit:tlg0715,"Paulus, Aegineta",700 CE
urn:cts:greekLit:tlg2053,"Paulus, of Alexandria, 4th cent.",400 CE
urn:cts:greekLit:tlg4039,"Paul, the Silentiary, 6th cent.",600 CE
urn:cts:greekLit:tlg0525,"Pausanias, active approximately 150-175",200 CE
urn:cts:greekLit:tlg2573,"Pausanias, Damascenus, ca. 4. Jh. n. Chr",400 CE
urn:cts:greekLit:tlg1569,"Pausanias, Grammaticus 2. Jh. n. Chr.",200 CE
urn:cts:greekLit:tlg2407,"Pausanias, Lacon, ca. 1.Jh.v.Chr",100 BCE
urn:cts:greekLit:tlg2266,"Paxamus, v1. Jh",100 CE
urn:cts:greekLit:tlg2019,"Pelagius, Alchemista, 3. Jh. n. Chr.",300 CE-400 CE
urn:cts:greekLit:tlg1571,"Pempelus, Philosophus, d 3./2. Jh. v. Chr.",300 BCE-200 BCE
urn:cts:greekLit:tlg1572,"Perictione, Philosopha, 427 v. Chr.",500 BCE
urn:cts:greekLit:tlg0629,"Periander Corinthius, v627-v585",700 BCE-600 BCE
urn:cts:greekLit:tlg0071,Periplus Maris Erythraei,100 CE
urn:cts:greekLit:tlg1573,"Peritas, Epigrammaticus, Person der Antike",
urn:cts:greekLit:tlg1574,"Persaeus, Citieus, ca. 276/243 v. Chr.",300 BCE
urn:cts:greekLit:tlg2403,"Persaeus, Citieus, ca. 276/243 v. Chr.",300 BCE
urn:cts:greekLit:tlg1575,"Perses, Thebanus 4. Jh. v. Chr.",400 BCE
urn:cts:greekLit:tlg2365,"Persinus, Ephesius, v4. Jh",400 BCE
urn:cts:greekLit:tlg2323,"Petellidas, Creticus, ca. 1.Jh.v.Chr",100 BCE
urn:cts:greekLit:tlg0995,Petosiris 2. Jh. v. Chr.,200 BCE
urn:cts:greekLit:tlg2247,Petron Himeraeus v6. Jh.,600 CE
urn:cts:greekLit:tlg2593,"Petrus, of Thessalonica, 6th cent.",600 CE
urn:cts:greekLit:tlg1576,"Phaedimus, Epicus, 3. Jh. v. Chr",300 BCE
urn:cts:greekLit:tlg1577,Phaedimus Macedo 3. Jh. v. Chr.,300 BCE
urn:cts:greekLit:tlg1579,"Phaennus, Epigrammaticus 3. Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg1580,"Phaestus, Epicus ca. 4. Jh. v. Chr.",400 BE
urn:cts:greekLit:tlg1581,"Phalaecus, Phoceus 4./3. Jh. v. Chr.",400 BCE-300 BCE
urn:cts:greekLit:tlg1582,"Phanias, Epigrammaticus 3. Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg1578,"Phaenias, Eresius, ca. 375 - ca. 300 v. Chr.",400 BCE
urn:cts:greekLit:tlg0214,Phanocles,300 BCE
urn:cts:greekLit:tlg1583,"Phanodemus, Atheniensis 4. Jh. v. Chr.",400 BCE
urn:cts:greekLit:tlg2278,"Phanodicus, Historicus, v2. Jh",200 BCE
urn:cts:greekLit:tlg2471,"Pharnucus, Nisibenus, v1. Jh. / 1. Jh",100 BCE-100 CE
urn:cts:greekLit:tlg0486,"Pherecrates, Comicus 5. Jh. v. Chr.",500 BCE
urn:cts:greekLit:tlg1584,"Pherecydes, of Athens, 5th cent. B.C.",500 BCE
urn:cts:greekLit:tlg0630,"Pherecydes, of Syros, 6th cent. B.C.",600 BCE
urn:cts:greekLit:tlg1585,"Pherecydes, of Syros, 6th cent. B.C. (attributed author)",Unknown
urn:cts:greekLit:tlg2636,"Pherenicus, Heracleota,q ca. 1.Jh.v.Chr./1.Jh.n.Chr.",200 BCE-200 CE
urn:cts:greekLit:tlg1880,"Phidalius, Corinthius, Person der Antike",Unknown
urn:cts:greekLit:tlg1079,"Philagrius, of Epirus, 4th cent.",300 CE-400 CE
urn:cts:greekLit:tlg0487,"Philemon, 3rd/4th cent. B.C.",400 BCE-300 BCE
urn:cts:greekLit:tlg0488,"Philemon, Iunior, Person der Antike",
urn:cts:greekLit:tlg1384,"Philemon, III, 3rd century B.C.-2nd century B.C",300 BCE-200 BCE
urn:cts:greekLit:tlg0489,"Philetaerus, 4th cent. B.C.",400 BCE
urn:cts:greekLit:tlg0212,"Philētas, 330-270 B.C.",400 BCE-300 BCE
urn:cts:greekLit:tlg1587,"Philiades, Megarensis, Person der Antike",500 BCE
urn:cts:greekLit:tlg1588,"Philicus, Corcyraeus, 3. Jh. v. Chr",300 BCE
urn:cts:greekLit:tlg1969,"Philinus, Agrigentus, 3. Jh. v. Chr",300 BCE
urn:cts:greekLit:tlg0048,"Philip, II, King of Macedonia",400 BCE
urn:cts:greekLit:tlg0490,"Philippides, Comicus, 4./3. Jh. v. Chr.",400 BCE-300 BCE
urn:cts:greekLit:tlg1781,"Philippus, Comicus 4. Jh. v. Chr.",400 BCE
urn:cts:greekLit:tlg2767,"Philippus Sidetes, active 5th century",500 CE
urn:cts:greekLit:tlg1590,"Philippus, Theangelius, v3. Jh",300 BCE
urn:cts:greekLit:tlg1589,"Philippus, Thessalonicensis, 1. Jh. n. Chr.",100 CE
urn:cts:greekLit:tlg0491,"Philiscus, Comicus 4. Jh. v. Chr",400 BCE
urn:cts:greekLit:tlg0335,"Philiscus, Aegineta 4. Jh. v. Chr.",400 BCE
urn:cts:greekLit:tlg2131,Philiscus Epigr.,Unknown
urn:cts:greekLit:tlg0257,"Philiscus, Milesius, gest. ca. 320 v. Chr",400 BCE
urn:cts:greekLit:tlg1870,"Philistides, Mallotes, v5. Jh",500 BCE
urn:cts:greekLit:tlg2422,"Philistus, Naucratites, ca. v4. Jh",400 BCE
urn:cts:greekLit:tlg1591,"Philistus, Syracusanus -v356",500 BCE-400 BCE
urn:cts:greekLit:tlg2594,"Phillis, Delius,  4. Jh. v. Chr.",400 BCE
urn:cts:greekLit:tlg1592,"Philitas, Samius, ca. 1. Jh. v. Chr",100 BCE
urn:cts:greekLit:tlg1594,"Philo, Maior, 2./1. Jh. v. Chr.",200 BCE-100 BCE
urn:cts:greekLit:tlg1593,"Philo, Epigrammaticus, ca. 1.Jh.n.Chr",100 CE
urn:cts:greekLit:tlg1599,Philo of Byzantium,300 BCE-200 BCE
urn:cts:greekLit:tlg1416,"Philo, of Byblos",100 CE
urn:cts:greekLit:tlg2595,"Philo, Byzantius, fl.4.-6. Jh.",400 CE-600 CE
urn:cts:greekLit:tlg0018,"Philo, of Alexandria",100 BCE-0 CE
urn:cts:greekLit:tlg0706,"Philo, Tarsensis,  1./2. Jh. n. Chr.",100 CE/200 CE
urn:cts:greekLit:tlg0583,"Philochorus, fl. 3rd cent. B.C.",400 BCE
urn:cts:greekLit:tlg1794,"Philocles, Comicus, 2. Jh. v. Chr",200 BCE
urn:cts:greekLit:tlg0312,"Philocles, Tragicus,  5. Jh. v. Chr.",500 BCE
urn:cts:greekLit:tlg2415,"Philocrates, Historicus, v4. Jh",400 BCE
urn:cts:greekLit:tlg0205,"Philodamus, Scarpheus, 4. Jh. v. Chr.",400 BCE
urn:cts:greekLit:tlg1595,"Philodemus, ca. 110-ca. 40 B.C.",200 BCE-100 BCE
urn:cts:greekLit:tlg1596,"Philolaus, of Croton, b. ca. 470 B.C.",500 BCE-400 BCE
urn:cts:greekLit:tlg1598,"Philomnestus, Historicus, ca. 3. Jh. n. Chr.",300 CE
urn:cts:greekLit:tlg0492,"Philonides, Comicus, 5. Jh. v. Chr.",500 BCE
urn:cts:greekLit:tlg1934,"Philonides, Cretensis,ca. 4.Jh.v.Chr",400 BCE
urn:cts:greekLit:tlg4015,"Philoponus, John, 6th cent.",600 CE
urn:cts:greekLit:tlg0493,"Philostephanus, Comicus, 3./2. Jh. v. Chr.",300 BCE-200 BCE
urn:cts:greekLit:tlg0584,"Philostephanus, Cyrenaeus, 3. Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg2058,"Philostorgius, ca.370-425",400 CE-500 CE
urn:cts:greekLit:tlg0638,"Philostratus, the Athenian, 2nd/3rd cent.",200 CE-300 CE
urn:cts:greekLit:tlg0652,"Philostratus, b. ca. 220",300 CE
urn:cts:greekLit:tlg1600,"Philostratus, the Lemnian, 3rd cent.",200 CE-300 CE
urn:cts:greekLit:tlg1601,"Philoxenus, Epigrammaticus, 3. Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg1602,"Philoxenus, of Alexandria, 1st cent. B.C.",100 BCE
urn:cts:greekLit:tlg0379,"Philoxenus, Cytherius, 435/434 - 380/379 v. Chr.",500 BCE-400 BCE
urn:cts:greekLit:tlg0380,"Philoxenus, Leucadius, 5./4. Jh. v. Chr",500 BCE-400 BCE
urn:cts:greekLit:tlg2344,"Philteas, Historicus, ca. 4.Jh.v.Chr",ante 400 BCE
urn:cts:greekLit:tlg0671,Philumenus,200 CE
urn:cts:greekLit:tlg0494,"Philyllius, Comicus, 5./4. Jh. v. Chr.",500 BCE-400 BCE
urn:cts:greekLit:tlg1603,"Phintys, 3. Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg0585,"Phlegon, of Tralles",100 CE-200 CE
urn:cts:greekLit:tlg2124,"Phocas, Diaconus, Person der Antike",unknown
urn:cts:greekLit:tlg2272,"Phocus, of Samos",500 BCE
urn:cts:greekLit:tlg1604,"Phocylides, fl. 544-541 B.C.",600 BCE
urn:cts:greekLit:tlg2596,"Phoebammo, Sophistes, 5./6. Jh.",500 CE-600 CE
urn:cts:greekLit:tlg0495,"Phoenicides, Comicus 3. Jh. v. Chr",400 BCE-300 BCE
urn:cts:greekLit:tlg1606,"Phoenix, Colophonius, 3. Jh. v. Chr.",400 BCE-300 BCE
urn:cts:greekLit:tlg1788,"Phormis, Comicus, 5. Jh. v. Chr",500 BCE
urn:cts:greekLit:tlg1607,"Phoronis, Epic.",700 BCE-600 BCE
urn:cts:greekLit:tlg4040,"Photius I, Saint, Patriarch of Constantinople, ca. 820-ca. 891",900 CE
urn:cts:greekLit:tlg1608,"Phrynichus, Arabius",200 CE
urn:cts:greekLit:tlg0496,"Phrynichus, Comicus, 5. Jh. v. Chr.",500 BCE
urn:cts:greekLit:tlg0303,"Phrynichus, Tragicus, v540-v470",600 BCE-500 BCE
urn:cts:greekLit:tlg1609,"Phylarchus, of Athens, 3rd cent. B.C.",300 BCE
urn:cts:greekLit:tlg1038,"Phylotimus, Cous, 3. Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg2654,"Physiologus Graecus",200-400 CE
urn:cts:greekLit:tlg0258,Pigres,600 BCE-500 BCE
urn:cts:greekLit:tlg0033,Pindar,600 BCE-500 BCE
urn:cts:greekLit:tlg5034,Scholia in Pindarum,Varia
urn:cts:greekLit:tlg1610,"Pinytus, Bithynius, 1. Jh. n. Chr.",100 CE
urn:cts:greekLit:tlg0288,Pisander Camirensis 7./6. Jh. v. Chr.,700 BCE-600 BCE
urn:cts:greekLit:tlg0522,"Pisander,  Larandensis,  3. Jh. n. Chr.",300 CE
urn:cts:greekLit:tlg2395,"Pisistratus, Liparaeus, Person der Antike",Unknown
urn:cts:greekLit:tlg1612,"Piso, Epigrammaticus, 1./2. Jh. n. Chr",100 CE-200 CE
urn:cts:greekLit:tlg0631,"Pittacus, of Mytilene, ca. 650-ca. 570 B.C.",700 BCE-600 BCE
urn:cts:greekLit:tlg0497,"Plato, Comicus, fl. 410-391 B.C.",500 BCE-400 BCE
urn:cts:greekLit:tlg0059,Plato,500 BCE
urn:cts:greekLit:tlg5035,Scholia in Platonem,Varia
urn:cts:greekLit:tlg1614,"Plato, Iunior, Person der Antike",100 CE
urn:cts:greekLit:tlg1615,"Platonius, 9th/10th cent.",900 CE-1000 CE
urn:cts:greekLit:tlg2000,Plotinus,300 CE
urn:cts:greekLit:tlg0007,Plutarch,0 CE-100 CE
urn:cts:greekLit:tlg0094,Plutarch (Pseudo),0 CE-100 CE
urn:cts:greekLit:tlg0586,"Polemon, Iliensis, um 202/181 v. Chr.",200 BCE
urn:cts:greekLit:tlg1616,"Polemon, Pontus, König, I, 1. Jh. v. Chr./1. Jh. n. Chr",100 BCE-100 CE
urn:cts:greekLit:tlg2233,"Pseudo-Polemo, Antonius",400 CE
urn:cts:greekLit:tlg1617,"Polemo, Antonius, ca. 88-145",100 CE - 200 CE
urn:cts:greekLit:tlg0498,"Poliochus, Comicus, 5./3. Jh. v. Chr.",500 BCE/300 BCE
urn:cts:greekLit:tlg1618,"Pollianus, Epigrammaticus, 2. Jh. n. Chr.",200 CE
urn:cts:greekLit:tlg0542,"Pollux, Julius, 180-238",200 CE-300 CE
urn:cts:greekLit:tlg1619,"Polus, Lucanus, Person der Antike",Unknown
urn:cts:greekLit:tlg0616,Polyaenus,200 CE
urn:cts:greekLit:tlg1620,"Polyaenus, Iulius, 1. Jh. v. Chr.",100 CE
urn:cts:greekLit:tlg1621,"Polyaenus, Sardianus, 1./2. Jh. n. Chr (attributed author)",100 CE-200 CE
urn:cts:greekLit:tlg1886,"Polyarchus, Cyrenaeus, ca. 2.Jh.n.Chr",200 CE
urn:cts:greekLit:tlg0543,Polybius,300 BCE-200 BCE
urn:cts:greekLit:tlg0605,"Polybius,  Sardianus , Person der Antike",200 CE
urn:cts:greekLit:tlg1622,"Polycarp, Saint, Bishop of Smyrna, ca. 69- ca. 155",100 CE-200 CE
urn:cts:greekLit:tlg1484,Marytrdom of Polycarp,post 200 CE
urn:cts:greekLit:tlg1623,Polycharmus,200 BCE
urn:cts:greekLit:tlg1625,"Polyclitus, Argivus, um 450/410 v. Chr.",500 BCE
urn:cts:greekLit:tlg1627,"Polycrates, Lacon, 1 Jh. v Chr.",100 BCE
urn:cts:greekLit:tlg2327,Polygnostus Historicus Person der Antike,?
urn:cts:greekLit:tlg0331,"Polyidus, Selymbrianus, 5/4 Jh. v. Chr",500 BCE-400 BCE
urn:cts:greekLit:tlg1839,"Polyphrasmon, Tragicus,  v5. Jh",500 BCE
urn:cts:greekLit:tlg1629,Polystratus,300 BCE
urn:cts:greekLit:tlg1628,"Polystratus, Aegyptius,  2. Jh. v. Chr.",200 BCE
urn:cts:greekLit:tlg0499,"Polyzelus, Comicus, 5./4. Jh. v. Chr.",500 BCE-400 BCE
urn:cts:greekLit:tlg1630,Polyzelus Rhodius,
urn:cts:greekLit:tlg0138,"Pompeius, Epigrammaticus, 1. Jh. n. Chr.",100 CE
urn:cts:greekLit:tlg1631,"Pompeius, Iunior,  1. Jh. v. Chr./1. Jh. n. Chr.",100 BCE-100 CE
urn:cts:greekLit:tlg0346,"Pompeius, Macer, 1. Jh. v. Chr./1. Jh. n. Chr.",100 BCE-100 CE
urn:cts:greekLit:tlg2034,"Porphyry, ca. 234-ca. 305",300 CE
urn:cts:greekLit:tlg0500,"Posidippus, Comicus, 3 Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg2310,"Posidippus, Historicus, v4./3. Jh",400 BCE-300 BCE
urn:cts:greekLit:tlg1632,"Posidippus, of Pella, ca 310 B.C.",310 BCE
urn:cts:greekLit:tlg1052,"Posidonius, Apamensis et Rhodius, ca.135-51 v.Chr",200 BCE-100 BCE
urn:cts:greekLit:tlg1866,"Posidonius, Medicus, 3/5 Jh. n. Chr.",400 BCE
urn:cts:greekLit:tlg2187,"Posidonius, Olbiopolitanus, 2. Jh",200 CE
urn:cts:greekLit:tlg2333,"Possis, Magnes,",300 BCE-200 BCE
urn:cts:greekLit:tlg1949,"Potamon, Mytilenensis, v1. Jh. / 1. Jh",100 BCE-100 CE
urn:cts:greekLit:tlg1833,"Pratinas,  Phliasius,  6./5. Jh. v. Chr.",600 BCE-500 BCE
